smiles,log_er
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.705596867
C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.762732149
CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,1.70079951
C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,0.534421785
COc1ccccc1-c1cc(NC(=O)c2cccc(N3CCNC3=O)c2)[nH]n1,1.780905646
Nc1ncc(-c2cccc(C(F)(F)F)c2)c(C2CCCCN2C(=O)c2ccccc2)n1,0.285216624
O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,1.666140136
Cc1nccc(-c2cn(Cc3ccccc3)c3cnccc23)n1,-0.170444289
CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,0.559004282
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,1.322459871
Cc1nnc(CN(C)CC(C)Oc2ccc(Cl)c(Cl)c2)n1C,0.850877323
COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1,0.979002017
COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@@](C)(=N)=O)c2)n1,2.175835946
Cc1ncc(CN2CC[C@@H](Nc3cncc(Cl)n3)[C@@H](C)C2)s1,-0.011565693
CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,1.990864514
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1.61368751
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,1.237227531
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,2.027037834
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,1.991058155
O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,0.468083204
O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1C(F)(F)F,0.854190841
Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,0.925531892
O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1Cl,0.649112619
C[C@H]1CN(C(=O)CC(c2ccccc2)c2ccccc2)C[C@@H](C)O1,0.117165561
CN1[C@H]2CC[C@@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,0.867508889
CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,-0.000772
OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,1.398610029
Cc1ncsc1C(=O)N1CCCCC1c1nc(N(C)C)ncc1-c1cccc(Cl)c1,0.106454501
OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,-0.280852879
CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,0.087945428
c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,0.12433539
Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,1.77253534
OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,-0.14983847
CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,1.329007553
Cc1nnc(-c2ccc3occ(-c4ccc(S(C)=O)cc4)c3c2)o1,0.297621812
Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,0.962266995
O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,-0.225885144
O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,0.497484847
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,1.342645173
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,2.133442088
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,1.797731012
Cc1ncc(CN2CCC(Nc3ccc4nnnn4n3)C(C)C2)s1,1.439027359
Cc1noc(C(C)C)c1C(=O)N1CC(C)OC(c2ccccc2)C1,-0.025704041
CN(Cc1ccccc1)C1(C(=O)N2CCNC(=O)CC2)Cc2ccccc2C1,0.937779221
Cc1c(F)cccc1NC(=O)CN1[C@H]2CCCC(=O)N[C@@]2(C)C[C@H]1Cc1ccccc1,1.093363726
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,1.836054283
Cc1ccc(NC(=O)CN2[C@H]3CCCC(=O)N[C@@]3(C)C[C@H]2Cc2ccccc2)cc1F,1.092925581
CN(C)C(=O)C1(Cc2ccccc2-c2cccc(F)c2)CCN(C(=O)C2CC=CCC2)CC1,0.164553862
COCC(=O)N1CCC(Cc2ccccc2-c2cccc(F)c2)(C(=O)NC(C)C)CC1,1.519214154
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,-0.413757799
C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,-0.095595312
Cn1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1,1.386464306
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,0.184537071
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(F)c2)C1,0.121230488
CC(=O)Nc1ncc(CN2CCCC[C@@H]2C)s1,0.118767305
O=C1CCCC[C@@H]2[C@H](C[C@@H](Cc3ccccc3F)N2C(=O)c2cccc3ncccc23)N1,1.682172588
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,1.457674686
COCCc1noc(CN2CC(c3ccccc3)(c3ccccc3)CCC2=O)n1,0.385070919
Cc1[nH]nc2c1C1(CCCCC1)CC(=O)N2,0.526412693
O=C(Nc1cccc2ncccc12)[C@H]1CCCN(S(=O)(=O)c2ccccc2)C1,1.113887252
C[C@@H]1Cc2ccccc2N1C(=O)Cn1nc(-c2cccc3ncccc23)oc1=O,-0.074406716
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,0.839066386
O=C(Nc1cnccc1-c1ccc(Cl)cc1)c1ccnc(NC(=O)C2CC2)c1,0.466763826
CC1CN(C(=O)c2cccnc2N2CCOCC2)CC(c2ccccc2)O1,0.717768559
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.250979855
Cc1cc(Nc2cnccn2)cc(C2CCCN(CC(=O)N3CCCC3)C2)n1,1.426521873
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)c2cnn(C)c2)CC1,1.39985037
CC1(C)CC(=O)C2=C(C1)NC(=O)CC2c1ccc(Br)cc1,0.528688647
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,1.859838654
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccccc2Cl)C1,-0.017278025
CC1CCN([C@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,0.297773947
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,0.089413622
CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,1.464313643
CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,-0.030142068
O=C(Nc1nc2cc(C(F)(F)F)cc(NC3CC3)n2n1)c1cccnc1,0.370992271
COc1cc(Nc2cc(-c3cccc(C#N)c3)ccn2)ccc1N1CCN(C)CC1,0.585698536
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,1.595322614
O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,0.612920322
CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,1.790315225
C[C@@]1(c2ncncc2F)NC(=O)c2cc(-c3cn[nH]c3)ccc21,1.338596624
CC(C)(C)OC(=O)c1ccc(-n2[nH]cc(-n3ccnn3)c2=O)nc1,0.076390223
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,1.364447066
Nc1ncc(-c2cc(C3C4CN(C5COC5)CC43)n(CC3CC3)n2)cc1C(F)(F)F,0.038995578
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,1.121361739
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,1.938640339
CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,1.569956172
N#CN1CCC[C@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,1.518767974
CC(=O)NCCNc1cc(Cl)nn2c(-c3cccc(S(=O)(=O)N(C)C)c3)c(C)nc12,1.830458485
Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,1.007718092
CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,1.300833724
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,0.03929184
c1ccc(-c2ccc(CN3CCCCCCC3)cc2)cc1,-0.170520498
CCC(=O)N1CCN(c2ccc(Cl)cc2NC(=O)COc2ccccc2)CC1,-0.060058571
Cc1ccc(Oc2ccc(Cl)cc2NC(=O)CN(C)CC(=O)N(C)C)cc1,0.207002444
CCc1nc2cc(-c3c(OC)cccc3OC)ccc2o1,-0.337017946
O=C(C1CCC(O)CC1)N1CCCN(c2ccc(F)cc2)CC1,0.670317142
CCn1ncnc1-c1[nH]cnc1-c1ccccc1,0.339381008
Cc1nnc(NCCc2ccc3c(c2)OCO3)c(C#N)c1C,-0.19630943
Cc1cc(CN(C)Cc2cscn2)no1,-0.270255541
CCNC(=O)c1ccc(CS(C)(=O)=O)cc1,0.419051029
c1ccc(-c2noc(NC3CC3)n2)cc1,-0.092188594
O=C(NCC1(c2ccc(F)cc2)CCOCC1)c1ccccn1,-0.100728009
COc1cc(OC)cc(-c2nnc(SCC(=O)Nc3cccc(C(=O)O)c3)s2)c1,-0.032341716
O=C(CSc1nccn1C1CC1)Nc1c(Cl)cc(Cl)cc1C(=O)O,0.918286406
CCN1CCC(CNC(=O)c2cc(C)nc3cc(F)ccc23)CC1,1.404609905
COc1ccc(CCC(=O)N2CCCNCC2)cc1,0.440998893
O=C(CSc1nc2nc(O)cc(O)c2s1)c1ccc(-c2ccccc2)cc1,-0.057671611
C#CCNC(=O)CN1CCCN(C(=O)c2cccc(C)n2)CC1,1.512232302
O=C(NCc1ccc(CO)c(F)c1)Nc1ccccc1,-0.369700232
CCCOc1ccccc1C(=O)N1CC(Oc2cccc(OC)c2)C1,-0.142465812
O=C(c1ccc(-n2cccn2)nc1)N1CCN(c2ccccc2O)CC1,-0.126760545
COc1ccc(CCNCc2ccc(-c3ccccc3)o2)cc1OC,-0.009030745
CSCC(=O)N1CCN(C(=O)CSC)C2(CCCCC2)C1,0.726992124
COc1cccc(OCCCn2cncc2-c2cc3c(cc2C)n(C)c(=O)n3C)c1,2.154630822
Cc1cc(OCC(=O)N(C)C2CCCCCCC2)no1,-0.116378676
CC(C)CNc1nnc(SCc2ccncc2)s1,0.014270843
COc1c(C)cccc1CN1CCC(O)(c2ccc(F)cc2)CC1,-0.23617028
CCc1nc2ccccc2n1CC(=O)N1CCNC(=O)C1,0.586423039
O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(CC1CC1)C2,-0.07023367
O=C(NC[C@@H]1CCN(c2ccccc2)C1)N1CCc2ccccc2C1,-0.15097669
CCN1CCC(N(C)c2ncnc3c2cnn3C)CC1,0.002661153
CN(CC#N)C(=O)c1cccc(CN2CCCC2)c1,0.412682232
Cc1cc2nc(CCC(=O)N3CCC(c4ccc(C(=O)N(C)C)c(N)n4)CC3)[nH]c2cc1C,1.558763104
CNC(=O)C1CCN(Cc2ncc(-c3ccc(F)cc3)o2)CC1,0.68632098
c1ccc(-c2n[nH]c(C3CCN(c4ccccn4)CC3)n2)cc1,-0.011510521
COc1ccc(-n2cc3c(c2-c2ccccc2Br)c(=O)n(C)c(=O)n3C)cc1,-0.02430358
COc1ccc(CN2CCC(c3nc(C(C)C)no3)CC2)c(F)c1,-0.109525737
Cc1nnc(NCC(=O)N2CCc3sccc3C2)c(C#N)c1C,0.116120914
CCNC(=O)C1CN(c2cccc(C#N)n2)C1,0.315174587
c1ccc(CO[C@@H]2CCC[C@H]2n2cc(-c3nccs3)nn2)cc1,-0.181738372
Cc1cc(C(=O)N(C)Cc2ccc(Br)cc2)no1,-0.16098287
Cc1ccccc1CNC(=O)c1ccc(-n2ccnc2)nc1,-0.06221257
O=C(NCc1cnn(-c2ccccc2)c1)C1CCC1,-0.140815448
CNC(=O)c1ccc(N2CCCC2)nc1,-0.236228965
Cc1cc(C)nc(N(C)CC(=O)NC2CC2)n1,-0.053479359
Cc1cc(C(=O)Nc2cccc3ncccc23)on1,-0.252510249
CN(c1ncnc2c1cnn2CCO)C1CCCCC1,-0.172579322
CN1CCN(c2ccc(NC(=O)c3ccccc3Cl)nc2)CC1,-0.281105523
Cc1cc(OCc2ncc(C(C)(C)C)o2)nn1C,-0.145366276
Clc1cccc(CNc2nc(C3CC3)no2)c1,-0.322188489
Cc1ccc(-c2nc(NCc3ccco3)ncc2-c2cc(C)no2)cn1,-0.004929367
O=C(c1ccccc1F)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,-0.114248674
COc1nc(C)nc(N(C)Cc2nccs2)c1C,-0.33100967
O=C(c1ccc2c(c1)OCO2)N1CCC(c2n[nH]c(C3CC3)n2)CC1,1.797597142
CN1CCN(Cc2noc(Cc3ccccc3)n2)c2ccccc21,-0.193289967
COc1ccc(C2(NCc3ccc(N4CCCC4=O)cc3)CC2)cc1,-0.290717711
O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,-0.04333824
CNC(=O)c1ccc(N(C)C2CCC2)nn1,-0.232246634
CC#CCNc1ccc(-n2cnnn2)c(C)c1,-0.229335003
Nc1nc2ccccc2nc1N1CCCC1,-0.273006016
CCn1c(=O)n(CC)c2cc(N)ccc21,-0.089289029
Cc1cc(N2CCCCC2)nc(CNC(=O)c2ccccc2Cl)n1,-0.1734442
COc1ccccc1C(=O)NCc1nc(C)cc(N2CCCCC2)n1,-0.613819629
CCc1nnc(NC(=O)Cc2cccc(F)c2)s1,-0.040046006
O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1F,-0.173122588
Cc1cccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,-0.021923053
O=C(CN1CCCN(c2nccs2)CC1)Nc1cccc(Cl)c1,-0.069855634
COc1ccccc1NC(=O)CN1CCCN(c2nc(C)cs2)CC1,-0.144968747
CC(C)(C)c1cc(NC(=O)c2cccc3cn[nH]c23)[nH]n1,0.191257048
Cc1ccccc1OCCCNc1cc(Cn2c(C)nc3ccccc32)nc(N)n1,1.33058986
COc1ccc(-c2cccc(C3CCCN(CC(=O)Nc4ccccn4)C3)n2)cc1,-0.079551988
Cc1noc(C)c1C(=O)N1CCCN(c2ccc(F)cc2)CC1,0.256253381
COCC1CCN(c2noc(-c3cccs3)n2)CC1,-0.266547198
NC(=O)COc1ccccc1-c1ccccc1,-0.207161916
Cc1nc(C)c(C)c(NCc2cc(-c3ccc(F)cc3)no2)n1,-0.042964735
Cc1cccn(Cc2cccc(F)c2)c1=O,-0.185803651
Cc1ccc(-c2cn(CC3CCN(Cc4c[nH]c(C)n4)CC3)nn2)cc1,1.367693231
Clc1ccc2c(Oc3cccnc3)ncnc2c1,-0.184449341
CC(C)(C)c1csc(NC(=O)C2CC2)n1,-0.197768495
Cc1ccc(C(=O)Nc2ncccc2C)s1,-0.177903833
COc1ccc(Cc2cccc(C3CCN(C(=O)C4CCCC4)CC3)n2)cc1,-0.18071819
O=C([C@H]1CCCN(Cc2ccc(Cl)cc2)C1)N1CCc2ccccc2C1,-0.103347886
O=C(Cn1c(=O)c2cccn2c2ccccc21)NCCCN1CCCC1,1.892529781
O=C(CCCc1nnc(-c2ccccc2)o1)Nc1cccc2ccccc12,-0.010526546
CN(CC(=O)NC1(C#N)CCCCC1)c1cccc(C#N)c1,1.015286735
Cc1nc(C2(NCc3cccc(C#N)c3)CCCC2)no1,-0.166822691
CN(CCC1CCCCC1)C(=O)c1ccon1,-0.223742536
CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,1.657434904
CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,1.615490771
COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,1.961285944
O=C(O)c1ccc(N2CCCC2)c(F)c1,-0.062994679
Cc1cc(C)cc(Oc2cc(C#N)ccn2)c1,-0.252621639
Cc1cc(NC(=O)C2CCOCC2)sn1,-0.041048018
N#Cc1cccc(CN2CCC=C(CNC(=O)c3cccs3)C2)c1,0.351542707
CON(C)C(=O)c1cc(C)ccc1NS(C)(=O)=O,0.182053466
C#CCN1CCC(c2nc(Cc3noc(C)n3)no2)CC1,-0.135635396
Cc1ccc(Cn2nccc2NC(=O)c2ccncc2)o1,0.357543322
NC(=O)Cn1cc(-c2ccc(F)cc2)cn1,-0.060596511
CCN(C(=O)CN1CCNC(=O)C1)c1ccc(F)cc1,1.694010845
Cc1ccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(F)c1,0.036543864
CN(C)[C@@H]1CN(C(=O)CCn2cnc3ccccc32)C[C@H]1O,0.220292133
N#Cc1cc(F)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,1.629920896
CNC(=O)Cc1csc(-c2ccc(C)cc2)n1,-0.150116795
COc1ccccc1CNC(=O)C(C)N1CCCN(c2ccccc2C#N)CC1,0.178072072
CON(C)C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1,-0.358821555
CCN(CC)Cc1cccc(/C=C/c2nc3ccc(F)cc3c(=O)n2-c2ccccc2Cl)n1,0.925585766
N#CCCN(c1ncnc2sccc12)C1CC1,-0.146303415
Cc1ccc2nc3c(c(C(=O)NCc4nnc5n4CCC5)c2c1)CCCC3,1.516845009
O=c1n(CCc2ccncc2)nnn1-c1ccccc1,-0.243412898
CCCCOc1ccc(C(=O)NCc2cc(C)on2)cc1,-0.24921245
COc1cccc(C(=O)C[n+]2cc(-c3ccc(F)cc3)n(C)c2N)c1,1.419535877
COc1ccc(Cc2ncnn2-c2ccc3c(c2)OCO3)c(OC)c1,-0.212052821
O=c1[nH]nc(CCCN2CCOCC2)n1-c1cccc(Cl)c1,1.407861993
Nc1cncc(-c2ccc(CN3CCCCC3)cc2)c1,-0.129160384
O=C(CN1CCCC(c2ccc3cn[nH]c3n2)C1)N1CCCC1,1.479515079
COc1cccc2c1OC(C)(C)[C@@H]1C[C@H]3CNCC[C@H]3O[C@@H]21,1.232459541
CC1(C)Oc2ccc(Cl)cc2[C@@H]2O[C@@H]3CCNC[C@@H]3C[C@H]21,1.052795442
CC(C)c1nccn1-c1cccc([C@@H]2CCCN2C(=O)CCc2ccccc2)n1,1.007906841
CCn1nc(C2CCCC2)nc1-c1ccncc1,-0.144800496
O=C([C@H]1CCCN(Cc2ccc(F)cc2)C1)N1CCc2ccccc2C1,-0.101057236
CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(CC(F)F)CC3)nc2O1,0.886929427
CC(C)(C)NC(=O)c1cncn1C1CCN(c2ccc(-c3nnc(C(F)(F)F)o3)cn2)CC1,0.927058437
COc1ccc(-n2c(Cn3cnc(C#N)n3)nc3ccccc32)cc1,0.135614977
CCn1cc(C2CCN(Cc3ccc(C#N)cc3)CC2)cn1,-0.347026615
CCCn1nccc1NC(=O)c1c(C)noc1C,0.201983396
CCc1cc2c(N(C)CCO)ncnc2s1,-0.170002224
c1cnc(N2CCC(Cc3ccncc3)CC2)nc1,-0.240321893
Cc1cc(C)n(CCNC(=O)NC2CCOCC2)n1,1.451052046
Cc1ccc(CNC/C=C/c2ccccc2)cn1,-0.412584257
CC(=O)Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)cc1,-0.094478581
CCCn1cc(C(=O)N2CCC(c3n[nH]cc3C(=O)N3CCOCC3)CC2)cn1,1.185228632
O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1,0.203055454
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,2.168976645
Cc1cc(Nc2ccc3c(c2)oc(=O)n3C)nc(C2CC2)n1,-0.144378717
O=C(Cc1c(F)cccc1Cl)Nc1cccc2cnccc12,-0.050944631
CCc1ccc(NC(=O)C2CCN(c3ccc4nncn4n3)CC2)cc1,1.132459745
CN(C)CCOc1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CC/C4=N\O)[nH]2)cc1,0.681315546
O=C(NCc1ccc(-n2cncn2)nc1)c1csc2c1CCCC2,-0.003288903
Cc1sc2ncnc(OCC(=O)NC3CCCCC3)c2c1C,0.200833378
Cc1nc(C(C)C)sc1C(=O)Nc1nc(C(C)(C)C)cs1,-0.513764384
CCOC(=O)c1c(C)[nH]c(CN(Cc2ccccc2)C(=O)c2ccccc2Cl)c1C,0.330171683
Cc1cc(C)n2ncc(C(=O)Nc3cccc(C(=O)O)c3)c2n1,-0.149624912
Cc1ccc2nc(-c3ccc(N(C)C)cc3)[nH]c2c1,-0.500810854
Cc1nc(CC2CCN(S(=O)(=O)c3cn(C)cn3)CC2)cc(NC2CCCC2)n1,1.572649086
CCC(CC)NC(=O)c1ccc2ncsc2c1,-0.278100764
CCCc1nc(N2CCc3ccccc3C2)ncc1C(=O)O,-0.139917484
COc1ccc(N2N=C(C)/C(=C(\C)Nc3ccc(S(N)(=O)=O)cc3)C2=O)cc1,1.613323067
c1ccc(OCc2cc(CC3(NCc4cnc5ccccc5c4)COC3)no2)cc1,0.110744594
Cc1nn(C)cc1CNc1nc(-c2cnccn2)nc2sc3c(c12)CCCC3,0.283241731
CCOc1ccc(-c2csc(N)n2)cc1,-0.24258264
CN(C)c1cccc(C(=O)N2CCCC(c3cccc(-c4cccs4)n3)C2)c1,-0.189183687
CNc1ncc(-c2nc(C3(c4ccccc4)CC3)nn2C(C)(C)C)cn1,-0.002023625
CC(C)CC(=O)Nc1cccnc1N(C)C,-0.22380915
Cc1nccc(-c2cccc(-n3ccnc3C(C)C)c2)n1,0.160342886
CN(Cc1cnn(C)c1)c1ncnc2c1oc1ccccc12,-0.01346576
CC(C)c1nc2c(n1C)CCN(c1ncnc3ccsc13)C2,0.515902114
Cc1ccnc(NC(=O)CN(C)C(=O)c2ccc(Cl)cc2)c1,0.049409304
c1ccc(-n2cc(CNc3ncccn3)cn2)cc1,-0.304022944
Cc1cc(C)c(C#N)c(N2CCN(CC(=O)Nc3ccccc3Cl)CC2)n1,-0.094722884
O=C(NCCCn1ccnc1)N1CCC12CCC2,1.48499963
COCCc1nc(-c2cnc(C3CC3)nc2)n(Cc2ccc(F)cc2)n1,0.17797598
CN(C)C(=O)COc1ccc(N)c(F)c1,-0.115530568
CCCn1ccnc1CNc1nc2c(s1)c(C)nn2C,0.951579796
Cc1nn(C)c2nc(N3CCN(C)C[C@@H]3c3ccccc3)sc12,-0.072219063
Cc1cn[nH]c1C1(C)CCN(Cc2cnn(C)c2)CC1,1.354339972
Cc1nc2ccccn2c1CC(=O)NCCCSc1ccccc1,1.417997872
COc1ccccc1CNC(=O)c1cnc(C2CCN(C(=O)C(C)(C)C)CC2)nc1C,0.978487458
CCOc1ccc(-c2ccccc2NC(=O)COC)cc1,-0.396946441
